,X.1,pid,X,PID,age,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,time_pid_First.Click,time_pid_Last.Click,time_pid_Page.Submit,time_pid_Click.Count,time_swls_First.Click,time_swls_Last.Click,time_swls_Page.Submit,time_swls_Click.Count,swls_1,swls_2,swls_3,swls_4,swls_5,time_cesd_First.Click,time_cesd_Last.Click,time_cesd_Page.Submit,time_cesd_Click.Count,cesd_1,cesd_2,cesd_3,cesd_4,cesd_5,cesd_6,cesd_7,cesd_8,cesd_9,cesd_10,time_bfi2_First.Click,time_bfi2_Last.Click,time_bfi2_Page.Submit,time_bfi2_Click.Count,bfi2_1,bfi2_2,bfi2_3,bfi2_4,bfi2_5,bfi2_6,bfi2_7,bfi2_8,bfi2_9,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,time_pvq_First.Click,time_pvq_Last.Click,time_pvq_Page.Submit,time_pvq_Click.Count,pvq_1,pvq_2,pvq_3,pvq_4,pvq_5,pvq_6,pvq_7,pvq_8,pvq_9,pvq_10,pvq_11,pvq_12,pvq_13,pvq_14,pvq_15,pvq_16,pvq_17,pvq_18,pvq_19,pvq_20,pvq_21,pvq_22,pvq_23,pvq_24,pvq_25,pvq_26,pvq_27,pvq_28,pvq_29,pvq_30,pvq_31,pvq_32,pvq_33,pvq_34,pvq_35,pvq_36,pvq_37,pvq_38,pvq_39,pvq_40,pvq_41,pvq_42,pvq_43,pvq_44,pvq_45,pvq_46,pvq_47,pvq_48,pvq_49,pvq_50,pvq_51,pvq_52,pvq_53,pvq_54,pvq_55,pvq_56,pvq_57,time_ECRS_First.Click,time_ECRS_Last.Click,time_ECRS_Page.Submit,time_ECRS_Click.Count,ecrs._1,ecrs._2,ecrs._3,ecrs._4,ecrs._5,ecrs._6,ecrs._7,ecrs._8,ecrs._9,ecrs._10,ecrs._11,ecrs._12,time_ergs_First.Click,time_ergs_Last.Click,time_ergs_Page.Submit,time_ergs_Click.Count,ergs_1,ergs_2,ergs_3,ergs_4,ergs_5,ergs_6,ergs_7,ergs_8,ergs_9,ergs_10,ergs_11,ergs_12,ergs_13,ergs_14,ergs_15,ergs_16,ergs_17,ergs_18,time_iem_First.Click,time_iem_Last.Click,time_iem_Page.Submit,time_iem_Click.Count,iem_1,iem_2,iem_3,iem_4,iem_5,iem_6,iem_7,iem_8,iem_9,iem_10,iem_11,iem_12,iem_13,iem_14,iem_15,iem_16,iem_17,iem_18,iem_19,iem_20,time_crq.s_First.Click,time_crq.s_Last.Click,time_crq.s_Page.Submit,time_crq.s_Click.Count,crq.s_1,crq.s_2,crq.s_3,time_IER.close_First.Click,time_IER.close_Last.Click,time_IER.close_Page.Submit,time_IER.close_Click.Count,IER.close_1,IER.close_2,IER.close_3,IER.close_4,IER.close_5,IER.close_6,time_erq_First.Click,time_erq_Last.Click,time_erq_Page.Submit,time_erq_Click.Count,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,erq_11,erq_12,erq_13,erq_14,erq_15,erq_16,erq_17,erq_18,erq_19,erq_20,time_scs_First.Click,time_scs_Last.Click,time_scs_Page.Submit,time_scs_Click.Count,scs_1,scs_2,scs_3,scs_4,scs_5,scs_6,scs_7,scs_8,scs_9,scs_10,scs_11,scs_12,scs_13,scs_14,scs_15,scs_16,scs_17,scs_18,scs_19,scs_20,scs_21,scs_22,scs_23,scs_24,scs_25,scs_26,scs_27,scs_28,scs_29,scs_30,csi_1_1,csi_1_2,csi_1_3,csi_1_4,csi_2_1,csi_2_2,csi_2_3,csi_2_4,csi_3_1,csi_3_2,csi_3_3,csi_4_1,csi_4_2,csi_4_3,csi_5_1,csi_5_2,csi_5_3,csi_6_1,csi_6_2,csi_6_3,time_demo_First.Click,time_demo_Last.Click,time_demo_Page.Submit,time_demo_Click.Count,gender,gender_6_TEXT,acad.year,acad.year_5_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_9_TEXT,country,country_2_TEXT,motherUSA,motherUSA_2_TEXT,fatherUSA,fatherUSA_2_TEXT,socialclass,rel.status,rel.duration,id,swls,cesd_5_r,cesd_8_r,cesd,iem_sit_mod,iem_att_dep,iem_reap,iem_supp,race,race_text,swls_z,cesd_neg_z,well_being_z,gender_dummy,iem_supp_log
52,52,158,52,158,21,10/13/21 13:02,10/14/21 10:33,0,128.252.3.164,100,77467,1,10/14/21 10:33,R_DLZh9AD1GJEnv3j,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,76089.195,76089.195,76443.19,1,10.198,21.298,22.071,5,5,5,6,5,6,14.046,39.368,41.269,10,2,1,1,2,1,0,1,2,1,2,16.669,176.265,177.175,60,2,3,2,2,3,3,4,3,2,3,4,5,4,4,3,4,2,5,5,4,3,3,3,3,2,4,3,2,2,2,5,3,4,4,4,3,5,4,3,4,2,3,4,3,2,2,5,2,3,1,3,4,3,3,2,2,2,3,4,3,21.288,218.979,219.813,58,3,1,4,4,4,3,5,2,2,2,5,4,4,3,3,4,1,4,4,1,3,5,4,2,4,3,1,2,4,1,5,5,3,3,1,3,5,1,3,4,2,5,2,1,1,4,3,5,4,1,4,3,4,5,3,4,2,25.678,59.88,60.927,13,6,6,6,6,6,6,6,2,6,4,6,7,10.203,57.58,58.427,18,6,2,2,3,1,3,5,6,6,3,4,4,3,3,4,4,4,3,15.697,82.863,83.886,20,5,4,4,5,5,5,5,5,3,4,3,4,3,2,3,1,1,1,1,1,10.558,13.773,14.494,3,4,4,3,12.222,34.239,35.123,6,5,5,1,4,3,5,7.412,80.326,81.511,21,4,3,5,2,5,3,3,5,2,5,4,2,4,2,5,5,5,5,3,5,12.132,101.162,101.958,30,4,2,5,4,3,5,4,5,3,4,5,4,3,5,5,4,5,4,4,3,4,4,5,4,5,5,4,5,3,5,5,2,5,3,3,7,7,4,6,7,5,4,4,3,1,2,2,7,6,7,1.368,15.993,21.645,10,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,1,NA,NA,5.4,2,1,13,4.6,4.4,3,1,6,White,0.388151078,-0.570002587,-0.103113231,1,0
53,53,178,53,178,19,10/14/21 10:48,10/14/21 11:45,0,128.252.3.164,100,3390,1,10/14/21 11:45,R_yOYVFQLgiiQhZTP,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,78.758,78.758,1272.435,1,18.008,51.689,52.943,6,4,4,5,5,4,27.808,88.045,88.968,11,1,1,0,2,2,1,0,3,0,1,19.531,304.339,304.964,67,1,4,1,2,3,2,5,2,4,3,2,3,4,4,3,5,1,4,3,3,3,1,2,2,4,4,3,2,4,3,5,4,4,3,3,3,1,4,2,3,3,3,4,4,3,3,2,1,2,3,3,4,5,2,2,3,3,3,2,3,22.459,376.96,377.993,65,3,2,4,4,6,2,5,4,4,4,6,5,2,3,3,4,4,6,2,2,4,3,6,4,4,4,2,3,5,3,5,6,5,6,1,4,3,3,5,4,5,5,3,5,4,4,3,5,6,2,6,3,5,5,2,5,3,20.992,81.324,82.35,13,4,5,4,4,4,4,5,4,4,4,5,5,25.835,134.579,135.773,25,5,6,5,1,2,2,5,6,6,4,4,3,4,5,2,3,1,5,39.091,192.603,193.708,25,4,5,5,4,3,4,6,4,7,5,4,5,4,4,5,1,1,1,2,1,21.832,32.047,33.753,4,4,2,3,47.623,105.319,106.328,7,3,5,1,3,4,5,38.347,247.223,247.805,26,6,6,5,2,2,3,7,4,4,5,5,6,3,6,6,4,4,4,4,5,22.895,189.371,191.17,36,6,4,4,6,6,6,6,4,5,5,5,3,6,5,4,4,5,2,4,6,5,5,4,4,5,4,7,4,3,3,4,4,3,3,4,5,4,3,6,6,4,6,6,2,1,1,1,4,4,4,6.899,113.063,115.576,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,Mexico,2,Unknown,1,1,NA,NA,4.4,1,0,7,4.2,5.2,4.4,1.2,7,Hispanic/Latin,-0.43532509,0.587451646,0.086258623,1,0.182321557
54,54,174,54,174,19,10/13/21 11:31,10/14/21 11:56,0,128.252.3.167,100,87890,1,10/14/21 11:56,R_2w138iB3QCp1Rc6,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,14562.718,14562.718,14579.138,1,5.351,20.666,22.556,5,5,6,3,5,2,6.839,32.805,33.766,11,1,3,1,2,0,1,1,1,3,1,6.463,151.424,154.574,63,3,4,4,1,1,2,4,2,2,4,2,3,3,4,4,3,4,3,4,5,2,2,4,2,2,2,3,3,2,2,4,5,3,5,5,3,2,3,4,3,3,4,4,3,2,3,2,2,1,2,3,4,4,4,4,3,3,4,4,3,9.719,169.317,177.22,64,5,3,5,6,5,3,4,6,5,5,5,4,4,4,3,5,2,5,5,6,6,3,5,5,5,5,2,3,5,3,6,5,4,4,2,3,5,4,4,3,6,5,4,4,6,4,3,5,5,3,5,5,5,5,3,5,4,9.322,37.607,38.33,13,5,5,4,4,5,4,5,2,5,5,3,6,18.564,82.944,85.23,25,4,4,4,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,12.264,73.211,73.958,24,4,3,3,3,4,5,5,5,5,5,3,4,5,5,3,1,1,1,4,1,5.708,10.226,11.435,4,3,4,2,7.997,21.271,22.642,6,4,3,1,4,5,3,5.555,63.629,65.15,20,4,6,5,4,3,3,3,4,3,3,3,5,3,3,5,4,3,3,3,3,6.576,91.541,92.685,36,5,3,5,6,3,4,5,5,4,5,6,6,4,5,5,2,5,4,2,2,4,5,5,2,4,5,5,5,2,5,5,5,5,4,4,6,6,5,5,6,5,3,3,5,1,2,1,5,5,5,3.206,33.951,36.778,12,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,India,2,India,4,1,NA,NA,4.2,3,2,18,3.4,5,4,1.6,5,South Asian,-0.600020324,-1.534547781,-1.21034033,1,0.470003629
55,55,176,55,176,23,10/14/21 12:16,10/14/21 12:44,0,128.252.3.164,100,1723,1,10/14/21 12:44,R_OfDGgCk4NrgHrLr,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,0.708,0.708,715.17,1,8.633,17.301,18.728,5,1,1,1,1,1,6.581,28.315,29.608,10,3,3,3,2,1,2,2,0,3,2,9.585,141.895,143.637,63,3,5,4,2,1,3,5,3,4,5,1,2,5,4,5,5,1,3,4,5,3,2,1,1,1,2,5,5,1,1,4,5,3,5,5,3,2,5,5,5,2,4,5,2,1,3,1,1,1,1,3,5,5,5,1,5,5,4,4,5,5.427,180.516,181.963,60,6,3,4,6,4,4,5,3,4,6,6,4,5,6,2,6,6,6,4,3,5,6,6,6,4,6,1,2,6,3,6,6,6,6,3,6,6,6,6,1,6,6,3,5,2,5,2,6,6,1,6,1,6,6,6,6,5,6.526,44.859,46.089,14,7,7,7,4,6,6,4,1,2,6,1,7,6.002,41.948,43.1,18,7,7,7,1,1,1,7,7,7,1,4,6,5,6,7,7,7,7,12.885,94.565,95.935,22,7,7,7,6,7,6,7,7,7,6,1,7,4,6,4,1,1,1,1,1,5.732,14.816,15.45,4,5,5,5,10.22,28.119,29.392,6,7,6,1,7,7,7,11.402,113.598,114.44,26,1,6,4,1,4,2,2,1,7,2,7,2,4,1,4,4,6,3,5,7,3.129,113.305,114.551,35,6,6,7,7,6,4,7,5,7,7,7,6,4,3,3,4,2,1,1,7,4,7,5,7,7,4,7,7,7,5,7,3,1,3,3,7,5,6,7,7,7,7,7,2,3,1,1,7,4,2,5.707,47.721,51.539,11,2,NA,5,graduate student,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Hong Kong,2,Hong Kong,3,1,NA,NA,1,2,3,25,6.8,6.6,4.4,1,3,East Asian,-3.235144063,-2.884911053,-3.470186551,1,0
56,56,157,56,157,18,10/14/21 17:02,10/14/21 17:22,0,128.252.3.164,100,1226,1,10/14/21 17:22,R_22M2hStuRroqmnb,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,23.051,23.051,26.396,1,4.84,25.621,28.812,8,5,6,3,5,4,4.649,41.062,43.125,15,1,2,1,2,1,0,0,2,1,3,3.251,144.166,144.911,72,3,4,4,2,2,3,4,3,2,5,3,2,4,4,3,3,2,4,3,5,3,2,4,3,2,2,4,4,2,3,4,4,3,4,4,2,3,3,4,3,3,2,3,3,3,4,2,1,2,3,3,4,4,4,2,3,4,4,2,3,10.885,228.545,228.889,82,4,3,6,5,5,5,4,5,4,6,6,2,4,4,3,5,3,5,4,5,2,3,6,5,3,5,2,4,5,3,5,5,3,5,3,5,5,4,6,3,6,6,4,3,5,5,5,5,5,3,4,5,5,5,4,3,5,15.054,69.484,70.545,21,6,6,6,4,3,3,5,3,5,5,2,6,11.454,68.482,69.54,20,6,5,6,3,2,2,7,7,7,5,5,5,6,4,4,4,4,5,25.843,199.074,200.482,45,6,6,6,4,5,5,5,5,5,5,4,5,3,4,4,2,2,1,2,1,7.61,12.709,13.608,3,5,5,5,14.348,34.246,35.219,7,6,6,2,6,6,5,7.31,89.525,99.024,28,3,7,3,3,6,6,4,4,6,4,5,5,2,3,3,3,5,5,5,5,2.344,96.925,98.888,42,7,5,3,5,4,5,5,5,3,5,5,6,6,7,5,2,5,3,5,3,5,3,4,3,5,5,5,5,4,4,5,2,6,3,5,6,7,6,6,7,5,3,7,6,1,1,3,5,7,7,3.66,59.344,63.402,17,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,South Korea,2,South Korea,2,South Korea,2,1,NA,NA,4.6,2,1,13,5.4,5,4,1.6,3,East Asian,-0.270629856,-0.570002587,-0.476654433,0,0.470003629
57,57,163,57,163,19,10/14/21 17:06,10/14/21 17:26,0,128.252.3.167,100,1193,1,10/14/21 17:26,R_3HBa16frPjRt7Ji,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,0.985,0.985,4.236,1,12.348,21.832,23.076,5,7,7,7,6,6,8.243,41.562,42.647,11,0,1,0,1,3,0,0,2,0,1,5.606,166.953,167.532,71,4,5,4,5,3,1,5,4,5,5,2,2,4,2,4,5,2,2,3,5,2,1,4,4,1,2,5,4,5,2,5,4,3,2,5,4,2,3,1,5,4,2,4,5,1,2,3,2,4,1,4,5,4,1,1,4,3,5,1,4,4.204,267.194,267.86,67,4,2,6,3,4,3,6,5,3,6,6,1,1,4,2,3,3,6,3,4,2,1,6,4,2,6,1,1,3,1,6,5,3,4,2,3,2,5,6,1,6,5,1,1,4,6,3,5,6,2,5,3,4,1,4,3,5,13.651,52.306,53.004,13,6,5,7,7,5,4,5,3,4,5,4,6,10.586,80.319,81.079,24,2,4,4,1,1,1,5,3,3,6,6,4,6,5,3,2,2,5,9.859,108.255,109.14,21,4,3,5,4,5,6,5,5,5,5,3,4,5,5,5,2,2,1,3,1,8.586,17.151,17.818,4,5,4,4,22.314,43.163,44.239,8,3,2,1,6,6,5,8.352,116.866,117.447,25,6,4,6,2,7,3,5,6,5,5,7,6,6,6,5,4,6,3,4,5,11.811,117.041,117.646,33,6,3,5,5,6,7,7,5,2,6,4,7,3,7,5,1,7,5,4,2,3,6,7,5,6,5,6,4,1,5,7,2,5,5,3,6,7,6,5,7,7,4,6,7,1,1,1,4,6,7,1.621,31.247,31.61,12,1,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,2,Taiwan,1,NA,4,1,NA,NA,6.6,0,1,4,4.2,5.2,4.4,1.8,10,Multiple,1.376322481,1.166178762,1.441646105,0,0.587786665
58,58,170,58,170,20,10/14/21 17:47,10/14/21 17:59,0,128.252.3.164,100,724,1,10/14/21 17:59,R_2ZKuSQsvGqls8My,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,35.102,35.102,41.214,1,9.924,14.51,15.067,6,7,7,7,7,7,2.468,15.976,16.976,15,0,0,0,0,3,0,0,3,0,0,1.645,101.519,102.224,76,5,5,2,5,1,2,5,4,4,5,1,1,5,1,4,1,1,4,4,5,4,1,4,5,1,1,4,4,5,1,1,5,4,1,5,1,1,4,1,5,5,1,5,5,1,5,1,4,5,1,3,5,3,1,1,5,5,4,1,4,12.638,153.713,154.563,83,6,6,6,6,6,6,1,6,6,6,6,2,4,6,2,6,1,5,5,6,2,5,5,5,5,5,4,3,6,2,6,6,2,5,6,6,6,2,6,2,6,6,6,1,5,6,2,6,6,3,6,6,6,6,6,6,4,8.522,40.752,41.154,21,7,5,5,5,5,6,2,6,6,6,2,6,6.129,29.582,30.975,21,7,7,7,1,1,1,7,6,6,6,6,6,6,6,6,6,6,6,1.473,53.026,54.545,21,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,3.197,10.3,11.02,10,5,2,4,4.673,16.577,17.473,7,6,6,1,6,6,6,4.748,45.545,46.281,23,6,2,6,1,1,7,7,7,6,6,6,6,6,6,6,6,6,7,7,2,4.461,78.759,79.558,43,6,6,6,7,3,6,7,7,2,NA,7,7,2,7,7,2,7,3,5,3,2,6,7,7,7,7,7,7,2,6,2,6,6,5,2,2,7,7,6,7,6,2,3,1,1,1,1,6,6,6,0.973,25.615,26.688,13,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,7,0,0,0,7,7,7,1,6,White,1.705712948,1.937814918,2.065948943,0,0
59,59,171,59,171,20,10/14/21 18:15,10/14/21 18:44,0,128.252.3.164,100,1746,1,10/14/21 18:44,R_3EfJxkZKjUejAjh,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,618.393,618.393,622.358,1,11.004,23.584,25.24,6,5,6,5,5,5,10.441,33.623,34.316,11,0,1,1,2,1,0,0,2,1,1,5.543,174.271,175.119,69,4,4,3,2,1,4,5,4,3,4,2,3,3,3,2,3,1,4,3,5,3,1,2,4,1,4,3,2,3,1,4,4,4,3,5,2,1,4,3,5,2,3,3,2,1,3,1,1,4,1,2,5,4,3,2,4,5,3,3,4,7.214,236.54,237.616,71,6,5,6,4,6,3,3,4,6,4,6,4,6,6,2,6,3,6,5,4,3,6,6,6,6,6,2,4,6,5,6,6,5,6,4,6,6,5,6,2,6,4,6,5,4,4,3,5,6,1,6,2,6,6,6,4,6,13.006,45.386,46.034,13,6,5,6,3,7,2,5,2,7,5,1,5,8.814,78.118,78.47,23,6,4,5,2,2,3,4,4,4,3,2,1,5,1,1,4,5,5,10.167,86.236,87.133,24,5,6,6,4,5,7,1,1,5,6,7,7,7,7,7,1,1,1,2,1,14.66,25.209,25.939,3,5,3,3,12.972,31.487,31.826,8,1,5,1,7,5,5,11.071,107.768,108.551,27,5,2,6,1,7,1,5,5,3,6,7,7,3,3,4,4,5,5,6,6,5.297,124.725,125.593,38,7,3,5,5,2,7,7,3,7,7,4,3,2,3,4,1,3,7,4,1,4,5,1,5,6,3,7,4,2,2,7,4,5,5,5,7,7,7,7,7,2,2,5,4,1,7,5,7,7,7,2.034,30.672,35.097,16,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,China,2,China,2,China,4,1,NA,NA,5.2,2,1,9,5.2,4,7,1.2,3,East Asian,0.223455845,0.201633568,0.241033706,1,0.182321557
60,60,159,60,159,18,10/14/21 19:04,10/14/21 19:53,0,128.252.3.164,100,2913,1,10/14/21 19:53,R_2qftCsZoTXx21wv,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,1076.771,1076.771,1080.367,1,9.413,24.413,33.03,5,5,5,5,2,5,10.059,90.195,103.29,12,2,2,1,1,2,2,1,2,1,2,7.413,170.211,186.793,61,4,5,5,4,1,3,5,4,4,5,1,4,4,5,5,3,1,2,4,5,2,1,5,4,1,2,5,5,2,1,4,4,1,5,5,2,1,3,4,5,5,4,3,2,1,5,3,4,1,1,3,5,2,4,1,5,3,5,4,5,11.085,316.608,317.411,68,6,2,6,6,5,3,4,4,5,6,6,3,3,5,2,5,3,6,5,3,6,2,5,6,4,6,5,3,5,2,6,6,5,5,2,4,3,2,6,3,6,6,2,2,3,5,3,5,6,3,5,4,4,4,4,6,3,28.303,91.861,94.508,15,6,7,7,3,4,2,5,2,5,6,7,7,70.373,123.737,134.808,18,5,6,6,5,4,5,6,5,5,5,5,6,6,6,6,6,6,6,45.463,175.735,193.6,24,4,6,4,4,3,5,3,3,3,5,6,6,5,4,5,2,1,1,1,1,115.821,125.566,129.809,3,5,5,4,31.09,58.435,61.217,6,3,7,1,5,5,4,26.319,171.751,172.969,23,5,3,3,1,6,3,6,6,3,6,6,5,5,4,4,5,4,3,2,3,7.111,183.171,185.922,34,6,6,NA,6,5,6,7,5,5,7,4,4,6,7,2,5,4,3,5,3,5,4,3,4,5,4,6,6,3,5,5,5,5,2,3,5,7,7,5,7,6,6,5,6,5,3,2,4,3,6,1.735,49.919,54.111,12,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Nigeria,2,Nigeria,3,1,NA,NA,4.4,1,1,14,4.2,3.8,5.2,1.2,1,Black,-0.43532509,-0.762911626,-0.679422793,1,0.182321557
61,61,169,61,169,21,10/15/21 10:09,10/15/21 10:59,0,128.252.3.164,100,2990,1,10/15/21 10:59,R_3PHq2JrTUPzaFCF,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,735.859,735.859,740.683,1,49.039,55.937,63.395,6,7,7,7,7,7,11.18,53.376,57.155,14,1,1,0,1,3,0,0,3,0,0,9.306,307.012,308.391,74,4,5,1,4,2,2,5,4,5,5,2,3,5,2,4,4,1,5,4,5,2,1,2,5,1,4,5,2,4,1,5,4,5,4,5,4,2,4,2,4,3,4,4,5,2,3,2,1,2,2,3,5,4,1,2,3,3,1,1,4,19.133,430.048,431.154,71,5,3,4,6,6,3,3,5,3,4,4,5,2,5,2,4,4,5,4,4,4,3,5,5,5,4,2,4,6,3,5,5,3,6,2,3,3,5,5,3,3,4,2,5,6,3,4,5,5,5,4,3,6,6,3,4,5,39.249,159.031,159.469,19,6,3,5,3,6,2,5,3,5,4,3,4,61.467,194.109,197.384,26,4,3,3,1,1,2,2,5,5,5,4,3,5,3,2,4,3,4,26.985,218.713,225.009,39,5,5,5,5,5,5,5,6,6,6,6,6,5,4,5,1,1,2,1,1,24.693,46.022,47.602,4,3,3,2,41.946,82.598,84.125,7,3,5,1,4,5,4,40.283,243.556,244.876,26,5,5,6,2,6,5,5,6,6,6,6,5,6,5,6,6,5,5,5,5,9.174,167.046,168.207,35,6,5,6,6,5,7,6,6,7,6,6,6,5,6,5,4,3,5,3,5,3,5,5,5,6,6,7,6,5,3,6,2,4,2,4,4,5,4,5,6,4,5,4,4,2,1,1,6,6,6,2.738,40.05,46.541,12,2,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,Pakistan,2,Pakistan,5,1,NA,NA,7,0,0,3,5,5.6,5.2,1.2,5,South Asian,1.705712948,1.359087801,1.737799765,1,0.182321557
62,62,168,62,168,19,10/14/21 17:44,10/15/21 11:19,0,128.252.3.167,100,63275,1,10/15/21 11:19,R_XCdlrcASqBtpMQN,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,62275.828,62276.188,62283.07,2,4.976,12.109,14.013,5,6,6,6,6,6,8.389,34.173,34.916,12,2,2,0,0,2,0,2,2,0,2,4.183,125.663,126.063,74,4,5,5,5,1,2,4,4,5,5,2,4,3,2,5,4,2,2,2,5,2,2,5,4,2,4,4,3,5,1,4,4,2,2,5,2,2,3,1,4,4,3,3,4,2,2,2,4,2,2,5,5,4,2,1,2,4,2,1,5,11.376,234.606,234.984,81,6,2,6,5,5,3,4,4,4,6,4,3,2,5,2,6,2,5,5,3,5,4,5,6,4,6,1,3,4,3,6,6,3,6,2,5,4,3,5,3,6,3,2,3,4,5,3,5,6,4,6,5,6,2,5,5,6,9.262,39.328,43.04,15,5,5,7,2,2,2,3,4,5,3,5,6,18.198,68.249,69.593,20,3,5,6,2,1,1,6,5,5,5,4,4,5,5,1,3,3,3,14.764,85.596,86.3,27,6,6,6,6,6,6,6,6,4,5,3,3,3,3,3,2,2,2,3,2,12.405,23.188,23.878,7,2,3,4,9.758,30.39,31.029,10,2,5,2,3,7,4,7.1,85.547,88.96,29,6,4,3,4,7,6,6,5,5,5,3,5,3,6,3,4,3,3,4,4,7.407,103.871,104.778,37,5,3,7,4,5,7,6,5,3,5,5,7,3,6,5,6,4,2,2,2,6,3,4,3,3,3,7,7,3,6,7,2,1,1,2,6,7,5,2,7,7,1,3,1,1,1,2,3,3,3,3.327,22.949,25.077,10,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,1,NA,NA,6,1,1,10,6,5.4,3,2.2,1,Black,0.88223678,0.008724529,0.505191848,1,0.78845736
63,63,164,63,164,21,10/15/21 11:38,10/15/21 12:09,0,128.252.3.164,100,1850,1,10/15/21 12:09,R_2YXoC8B1IXa9WoA,NA,NA,NA,NA,38.66200256,-90.28890228,anonymous,EN,848.332,848.332,863.874,1,8.344,25.01,25.437,8,4,4,4,3,1,7.105,33.672,39.09,12,2,2,1,2,3,2,2,2,2,1,5.166,144.577,147.874,69,4,4,3,3,2,4,4,2,3,5,2,3,5,4,5,3,2,5,5,4,5,3,4,3,1,1,3,3,3,3,4,3,4,2,5,2,4,4,4,5,4,5,5,3,1,4,4,1,2,1,1,4,5,3,1,4,4,4,4,4,10.19,170.785,174.992,70,6,6,6,4,5,6,3,5,6,6,6,5,6,4,1,6,3,6,6,6,1,6,6,6,6,6,6,4,5,6,6,6,6,6,6,5,6,1,6,6,6,6,6,6,6,5,2,3,6,6,6,5,6,6,6,6,6,9.421,44.427,45.523,16,6,7,7,3,7,7,7,2,3,7,7,7,33.655,72.602,73.284,29,6,6,6,2,2,2,6,7,7,4,5,6,6,6,6,6,7,6,10.494,94.641,99.863,30,4,4,5,6,7,6,6,6,7,7,5,4,6,6,6,1,1,1,1,2,8.541,11.904,13.091,4,2,2,2,21.169,31.234,32.427,8,5,5,2,5,5,5,12.111,79.569,81.371,26,7,6,7,5,7,4,7,6,4,4,4,5,5,6,6,6,7,6,7,6,9.332,121.112,122.251,47,7,7,4,5,6,7,6,5,6,7,5,5,6,6,6,5,6,6,7,3,5,3,1,7,7,4,7,3,2,2,5,2,5,3,2,1,3,4,1,5,4,1,5,1,1,3,1,4,4,2,2.816,25.104,26.69,12,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,1,NA,NA,3.2,0,1,15,5.2,6.4,5.4,1.2,6,White,-1.423496492,-0.955820665,-1.349117654,0,0.182321557
